first_name,last_name,title,release_year,actor_id
CATE,MCQUEEN,HAWK CHILL,2006,128
IAN,TANDY,HAWK CHILL,2006,155
REESE,KILMER,SCALAWAG DUCK,2006,45
JUDE,CRUISE,SCALAWAG DUCK,2006,57
CHRISTIAN,NEESON,SCALAWAG DUCK,2006,61
GROUCHO,SINATRA,SCALAWAG DUCK,2006,78
CHRIS,DEPP,SCALAWAG DUCK,2006,160
REESE,KILMER,SECRETS PARADISE,2006,45
GENE,WILLIS,SECRETS PARADISE,2006,96
RENEE,TRACY,SECRETS PARADISE,2006,117
WHOOPI,HURT,SECRETS PARADISE,2006,140
KENNETH,HOFFMAN,SECRETS PARADISE,2006,169
WILLIAM,HACKMAN,SECRETS PARADISE,2006,175
REESE,KILMER,SLUMS DUCK,2006,45
WALTER,TORN,SLUMS DUCK,2006,102
RUSSELL,TEMPLE,SLUMS DUCK,2006,149
REESE,KILMER,WILLOW TRACY,2006,45
JAMES,PITT,WILLOW TRACY,2006,84
PARKER,GOLDBERG,ARK RIDGEMONT,2006,46
NICK,DEGENERES,ARK RIDGEMONT,2006,166
AUDREY,BAILEY,ARK RIDGEMONT,2006,190
PARKER,GOLDBERG,BALLOON HOMEWARD,2006,46
MENA,TEMPLE,BALLOON HOMEWARD,2006,53
GARY,PENN,BALLOON HOMEWARD,2006,73
RICHARD,PENN,BALLOON HOMEWARD,2006,133
RENEE,BALL,BALLOON HOMEWARD,2006,187
ROCK,DUKAKIS,BALLOON HOMEWARD,2006,188
PARKER,GOLDBERG,CONFIDENTIAL INTERVIEW,2006,46
SYLVESTER,DERN,CONFIDENTIAL INTERVIEW,2006,109
PARKER,GOLDBERG,FISH OPUS,2006,46
LAURENCE,BULLOCK,FISH OPUS,2006,167
PARKER,GOLDBERG,SCARFACE BANG,2006,46
ELLEN,PRESLEY,SCARFACE BANG,2006,93
CATE,HARRIS,SCARFACE BANG,2006,141
EMILY,DEE,SCARFACE BANG,2006,148
BEN,HARRIS,SCARFACE BANG,2006,152
IAN,TANDY,SCARFACE BANG,2006,155
RENEE,BALL,SCARFACE BANG,2006,187
PARKER,GOLDBERG,WORST BANGER,2006,46
KIRSTEN,AKROYD,WORST BANGER,2006,92
SPENCER,DEPP,WORST BANGER,2006,100
MATTHEW,CARREY,WORST BANGER,2006,181
JULIA,BARRYMORE,ARGONAUTS TOWN,2006,47
GARY,PENN,ARGONAUTS TOWN,2006,73
GENE,WILLIS,ARGONAUTS TOWN,2006,96
DAN,STREEP,ARGONAUTS TOWN,2006,116
KEVIN,GARLAND,ARGONAUTS TOWN,2006,127
JULIA,BARRYMORE,MIGHTY LUCK,2006,47
MENA,TEMPLE,MIGHTY LUCK,2006,53
JESSICA,BAILEY,MIGHTY LUCK,2006,67
JULIANNE,DENCH,MIGHTY LUCK,2006,123
WHOOPI,HURT,MIGHTY LUCK,2006,140
RIVER,DEAN,MIGHTY LUCK,2006,143
RUSSELL,CLOSE,MIGHTY LUCK,2006,183
BELA,WALKEN,MIGHTY LUCK,2006,196
JULIA,BARRYMORE,SECRETARY ROUGE,2006,47
BEN,WILLIS,SECRETARY ROUGE,2006,83
ELLEN,PRESLEY,SECRETARY ROUGE,2006,93
CAMERON,ZELLWEGER,SECRETARY ROUGE,2006,111
JAYNE,NOLTE,SECRETARY ROUGE,2006,150
JEFF,SILVERSTONE,SECRETARY ROUGE,2006,180
JULIA,BARRYMORE,SHINING ROSES,2006,47
WOODY,JOLIE,SHINING ROSES,2006,82
SUSAN,DAVIS,SHINING ROSES,2006,101
CATE,HARRIS,SHINING ROSES,2006,141
HUMPHREY,GARLAND,SHINING ROSES,2006,184
JULIA,BARRYMORE,TROOPERS METAL,2006,47
PENELOPE,PINKETT,TROOPERS METAL,2006,54
MORGAN,MCDORMAND,TROOPERS METAL,2006,114
RUSSELL,TEMPLE,TROOPERS METAL,2006,149
GRETA,MALDEN,TROOPERS METAL,2006,157
JULIA,BARRYMORE,UNFAITHFUL KILL,2006,47
GREG,CHAPLIN,UNFAITHFUL KILL,2006,86
DARYL,WAHLBERG,UNFAITHFUL KILL,2006,95
LUCILLE,DEE,UNFAITHFUL KILL,2006,138
WHOOPI,HURT,UNFAITHFUL KILL,2006,140
KIM,ALLEN,UNFAITHFUL KILL,2006,145
LAURENCE,BULLOCK,UNFAITHFUL KILL,2006,167
RENEE,BALL,UNFAITHFUL KILL,2006,187
FRANCES,DAY-LEWIS,BRINGING HYSTERICAL,2006,48
ANGELA,WITHERSPOON,BRINGING HYSTERICAL,2006,144
FRANCES,DAY-LEWIS,CHAMPION FLATLINERS,2006,48
JUDE,CRUISE,CHAMPION FLATLINERS,2006,57
CAMERON,WRAY,CHAMPION FLATLINERS,2006,63
GENE,WILLIS,CHAMPION FLATLINERS,2006,96
FRANCES,DAY-LEWIS,DARLING BREAKING,2006,48
JAYNE,NEESON,DARLING BREAKING,2006,62
FRANCES,DAY-LEWIS,EXPENDABLE STALLION,2006,48
DUSTIN,TAUTOU,EXPENDABLE STALLION,2006,59
JAYNE,NEESON,EXPENDABLE STALLION,2006,62
FAY,WINSLET,EXPENDABLE STALLION,2006,147
FRANCES,DAY-LEWIS,FINDING ANACONDA,2006,48
RIP,WINSLET,FINDING ANACONDA,2006,68
MATTHEW,LEIGH,FINDING ANACONDA,2006,103
SIDNEY,CROWE,FINDING ANACONDA,2006,105
CUBA,BIRCH,FINDING ANACONDA,2006,189
FRANCES,DAY-LEWIS,MADNESS ATTACKS,2006,48
SCARLETT,DAMON,MADNESS ATTACKS,2006,81
KIRSTEN,AKROYD,MADNESS ATTACKS,2006,92
SUSAN,DAVIS,MADNESS ATTACKS,2006,110
FRANCES,TOMEI,MADNESS ATTACKS,2006,126
HUMPHREY,WILLIS,MADNESS ATTACKS,2006,164
MARY,KEITEL,MADNESS ATTACKS,2006,198
FRANCES,DAY-LEWIS,MERMAID INSECTS,2006,48
SPENCER,PECK,MERMAID INSECTS,2006,87
WARREN,JACKMAN,MERMAID INSECTS,2006,119
EWAN,GOODING,MERMAID INSECTS,2006,139
GEOFFREY,HESTON,MERMAID INSECTS,2006,151
MARY,KEITEL,MERMAID INSECTS,2006,198
FRANCES,DAY-LEWIS,MOTHER OLEANDER,2006,48
GROUCHO,SINATRA,MOTHER OLEANDER,2006,78
SPENCER,PECK,MOTHER OLEANDER,2006,87
WHOOPI,HURT,MOTHER OLEANDER,2006,140
ANGELA,WITHERSPOON,MOTHER OLEANDER,2006,144
FRANCES,DAY-LEWIS,OTHERS SOUP,2006,48
NATALIE,HOPKINS,OTHERS SOUP,2006,50
BURT,POSEY,OTHERS SOUP,2006,75
OLYMPIA,PFEIFFER,OTHERS SOUP,2006,171
FRANCES,DAY-LEWIS,SHREK LICENSE,2006,48
RIVER,DEAN,SHREK LICENSE,2006,143
EMILY,DEE,SHREK LICENSE,2006,148
ANNE,CRONYN,CINCINATTI WHISPERER,2006,49
RUSSELL,BACALL,CINCINATTI WHISPERER,2006,112
CUBA,ALLEN,CINCINATTI WHISPERER,2006,118
JULIANNE,DENCH,CINCINATTI WHISPERER,2006,123
ANNE,CRONYN,DANGEROUS UPTOWN,2006,49
MARY,TANDY,DANGEROUS UPTOWN,2006,66
RALPH,CRUZ,DANGEROUS UPTOWN,2006,80
SPENCER,PECK,DANGEROUS UPTOWN,2006,87
KIRSTEN,AKROYD,DANGEROUS UPTOWN,2006,92
DARYL,WAHLBERG,DANGEROUS UPTOWN,2006,95
CATE,HARRIS,DANGEROUS UPTOWN,2006,141
ALBERT,JOHANSSON,DANGEROUS UPTOWN,2006,146
ANNE,CRONYN,DRAGON SQUAD,2006,49
SPENCER,PECK,DRAGON SQUAD,2006,87
JIM,MOSTEL,DRAGON SQUAD,2006,99
SPENCER,DEPP,DRAGON SQUAD,2006,100
SUSAN,DAVIS,DRAGON SQUAD,2006,101
ALBERT,NOLTE,DRAGON SQUAD,2006,125
GENE,HOPKINS,DRAGON SQUAD,2006,134
ED,GUINESS,DRAGON SQUAD,2006,179
ANNE,CRONYN,HALF OUTFIELD,2006,49
GREG,CHAPLIN,HALF OUTFIELD,2006,86
SEAN,GUINESS,HALF OUTFIELD,2006,90
HARRISON,BALE,HALF OUTFIELD,2006,115
DARYL,CRAWFORD,HALF OUTFIELD,2006,129
DEBBIE,AKROYD,HALF OUTFIELD,2006,182
ANNE,CRONYN,HOLLYWOOD ANONYMOUS,2006,49
HENRY,BERRY,HOLLYWOOD ANONYMOUS,2006,60
CHRISTIAN,NEESON,HOLLYWOOD ANONYMOUS,2006,61
RENEE,TRACY,HOLLYWOOD ANONYMOUS,2006,117
GROUCHO,WILLIAMS,HOLLYWOOD ANONYMOUS,2006,172
BELA,WALKEN,HOLLYWOOD ANONYMOUS,2006,196
ANNE,CRONYN,LUST LOCK,2006,49
CHARLIZE,DENCH,LUST LOCK,2006,89
SEAN,GUINESS,LUST LOCK,2006,90
SALMA,NOLTE,LUST LOCK,2006,122
ED,MANSFIELD,LUST LOCK,2006,136
JAYNE,NOLTE,LUST LOCK,2006,150
MATTHEW,CARREY,LUST LOCK,2006,181
ANNE,CRONYN,MANNEQUIN WORST,2006,49
MINNIE,ZELLWEGER,MANNEQUIN WORST,2006,85
SIDNEY,CROWE,MANNEQUIN WORST,2006,105
CUBA,ALLEN,MANNEQUIN WORST,2006,118
GENE,HOPKINS,MANNEQUIN WORST,2006,134
ANNE,CRONYN,MINDS TRUMAN,2006,49
BURT,POSEY,MINDS TRUMAN,2006,75
SCARLETT,DAMON,MINDS TRUMAN,2006,81
CHRIS,DEPP,MINDS TRUMAN,2006,160
MATTHEW,CARREY,MINDS TRUMAN,2006,181
JULIA,ZELLWEGER,MINDS TRUMAN,2006,186
ANNE,CRONYN,MOON BUNCH,2006,49
ANNE,CRONYN,REQUIEM TYCOON,2006,49
MENA,TEMPLE,REQUIEM TYCOON,2006,53
MARY,TANDY,REQUIEM TYCOON,2006,66
JESSICA,BAILEY,REQUIEM TYCOON,2006,67
MICHELLE,MCCONAUGHEY,REQUIEM TYCOON,2006,70
CHRIS,BRIDGES,REQUIEM TYCOON,2006,98
JULIANNE,DENCH,REQUIEM TYCOON,2006,123
GRETA,KEITEL,REQUIEM TYCOON,2006,130
ANNE,CRONYN,UPRISING UPTOWN,2006,49
GENE,HOPKINS,UPRISING UPTOWN,2006,134
BEN,HARRIS,UPRISING UPTOWN,2006,152
HARVEY,HOPE,UPRISING UPTOWN,2006,161
WILL,WILSON,UPRISING UPTOWN,2006,168
NATALIE,HOPKINS,DOZEN LION,2006,50
CAMERON,WRAY,DOZEN LION,2006,63
JADA,RYDER,DOZEN LION,2006,142
BEN,HARRIS,DOZEN LION,2006,152
LAURA,BRODY,DOZEN LION,2006,159
KENNETH,HOFFMAN,DOZEN LION,2006,169
NATALIE,HOPKINS,FANTASY TROOPERS,2006,50
GREG,CHAPLIN,FANTASY TROOPERS,2006,86
SEAN,GUINESS,FANTASY TROOPERS,2006,90
IAN,TANDY,FANTASY TROOPERS,2006,155
GRETA,MALDEN,FANTASY TROOPERS,2006,157
CHRISTOPHER,WEST,FANTASY TROOPERS,2006,163
JON,CHASE,FANTASY TROOPERS,2006,176
BELA,WALKEN,FANTASY TROOPERS,2006,196
MARY,KEITEL,FANTASY TROOPERS,2006,198
NATALIE,HOPKINS,GRACELAND DYNAMITE,2006,50
CHRISTIAN,NEESON,GRACELAND DYNAMITE,2006,61
BURT,POSEY,GRACELAND DYNAMITE,2006,75
SIDNEY,CROWE,GRACELAND DYNAMITE,2006,105
ALBERT,JOHANSSON,GRACELAND DYNAMITE,2006,146
KENNETH,HOFFMAN,GRACELAND DYNAMITE,2006,169
NATALIE,HOPKINS,HOUSE DYNAMITE,2006,50
JUDE,CRUISE,HOUSE DYNAMITE,2006,57
MEG,HAWKE,HOUSE DYNAMITE,2006,97
MATTHEW,LEIGH,HOUSE DYNAMITE,2006,103
VIVIEN,BASINGER,HOUSE DYNAMITE,2006,158
AL,GARLAND,HOUSE DYNAMITE,2006,165
MATTHEW,CARREY,HOUSE DYNAMITE,2006,181
DEBBIE,AKROYD,HOUSE DYNAMITE,2006,182
MICHAEL,BOLGER,HOUSE DYNAMITE,2006,185
NATALIE,HOPKINS,KWAI HOMEWARD,2006,50
MICHELLE,MCCONAUGHEY,KWAI HOMEWARD,2006,70
JADA,RYDER,KWAI HOMEWARD,2006,142
ANGELA,WITHERSPOON,KWAI HOMEWARD,2006,144
FAY,WOOD,KWAI HOMEWARD,2006,156
NATALIE,HOPKINS,LICENSE WEEKEND,2006,50
GROUCHO,SINATRA,LICENSE WEEKEND,2006,78
GREG,CHAPLIN,LICENSE WEEKEND,2006,86
SEAN,GUINESS,LICENSE WEEKEND,2006,90
GINA,DEGENERES,LICENSE WEEKEND,2006,107
DARYL,CRAWFORD,LICENSE WEEKEND,2006,129
RUSSELL,CLOSE,LICENSE WEEKEND,2006,183
JAYNE,SILVERSTONE,LICENSE WEEKEND,2006,195
NATALIE,HOPKINS,NUTS TIES,2006,50
CHRISTIAN,AKROYD,NUTS TIES,2006,58
NATALIE,HOPKINS,TWISTED PIRATES,2006,50
JUDE,CRUISE,TWISTED PIRATES,2006,57
ADAM,GRANT,TWISTED PIRATES,2006,71
GARY,PHOENIX,AFRICAN EGG,2006,51
DUSTIN,TAUTOU,AFRICAN EGG,2006,59
MATTHEW,LEIGH,AFRICAN EGG,2006,103
MATTHEW,CARREY,AFRICAN EGG,2006,181
THORA,TEMPLE,AFRICAN EGG,2006,200
GARY,PHOENIX,HEAD STRANGER,2006,51
JESSICA,BAILEY,HEAD STRANGER,2006,67
GARY,PHOENIX,INSECTS STONE,2006,51
MINNIE,ZELLWEGER,INSECTS STONE,2006,85
JON,CHASE,INSECTS STONE,2006,176
GREGORY,GOODING,INSECTS STONE,2006,191
GARY,PHOENIX,NORTH TEQUILA,2006,51
GARY,PENN,NORTH TEQUILA,2006,73
DARYL,WAHLBERG,NORTH TEQUILA,2006,95
LUCILLE,DEE,NORTH TEQUILA,2006,138
MINNIE,KILMER,NORTH TEQUILA,2006,153
GARY,PHOENIX,TIMBERLAND SKY,2006,51
JUDE,CRUISE,TIMBERLAND SKY,2006,57
BEN,HARRIS,TIMBERLAND SKY,2006,152
CHRISTOPHER,WEST,TIMBERLAND SKY,2006,163
GARY,PHOENIX,VICTORY ACADEMY,2006,51
KENNETH,PESCI,VICTORY ACADEMY,2006,88
DEBBIE,AKROYD,VICTORY ACADEMY,2006,182
CUBA,BIRCH,VICTORY ACADEMY,2006,189
MERYL,ALLEN,VICTORY ACADEMY,2006,194
GARY,PHOENIX,WORLD LEATHERNECKS,2006,51
PENELOPE,PINKETT,WORLD LEATHERNECKS,2006,54
CHRISTIAN,NEESON,WORLD LEATHERNECKS,2006,61
JAYNE,NEESON,WORLD LEATHERNECKS,2006,62
CHRIS,BRIDGES,WORLD LEATHERNECKS,2006,98
SIDNEY,CROWE,WORLD LEATHERNECKS,2006,105
VIVIEN,BASINGER,WORLD LEATHERNECKS,2006,158
DEBBIE,AKROYD,WORLD LEATHERNECKS,2006,182
CARMEN,HUNT,AMELIE HELLFIGHTERS,2006,52
WALTER,TORN,AMELIE HELLFIGHTERS,2006,102
ED,MANSFIELD,AMELIE HELLFIGHTERS,2006,136
EWAN,GOODING,AMELIE HELLFIGHTERS,2006,139
IAN,TANDY,AMELIE HELLFIGHTERS,2006,155
LAURA,BRODY,AMELIE HELLFIGHTERS,2006,159
CARMEN,HUNT,GRAPES FURY,2006,52
HENRY,BERRY,GRAPES FURY,2006,60
MARY,TANDY,GRAPES FURY,2006,66
LUCILLE,DEE,GRAPES FURY,2006,138
BURT,TEMPLE,GRAPES FURY,2006,193
CARMEN,HUNT,GUNFIGHT MOON,2006,52
GINA,DEGENERES,GUNFIGHT MOON,2006,107
KEVIN,GARLAND,GUNFIGHT MOON,2006,127
RUSSELL,CLOSE,GUNFIGHT MOON,2006,183
CARMEN,HUNT,HOLOCAUST HIGHBALL,2006,52
MARY,TANDY,HOLOCAUST HIGHBALL,2006,66
DARYL,WAHLBERG,HOLOCAUST HIGHBALL,2006,95
PENELOPE,MONROE,HOLOCAUST HIGHBALL,2006,120
WILLIAM,HACKMAN,HOLOCAUST HIGHBALL,2006,175
CARMEN,HUNT,JADE BUNCH,2006,52
DAN,HARRIS,JADE BUNCH,2006,56
ANGELINA,ASTAIRE,JADE BUNCH,2006,76
CAMERON,ZELLWEGER,JADE BUNCH,2006,111
ED,MANSFIELD,JADE BUNCH,2006,136
MERYL,GIBSON,JADE BUNCH,2006,154
RENEE,BALL,JADE BUNCH,2006,187
THORA,TEMPLE,JADE BUNCH,2006,200
CARMEN,HUNT,MIXED DOORS,2006,52
MICHELLE,MCCONAUGHEY,MIXED DOORS,2006,70
DAN,STREEP,MIXED DOORS,2006,116
ALBERT,NOLTE,MIXED DOORS,2006,125
IAN,TANDY,MIXED DOORS,2006,155
MICHAEL,BOLGER,MIXED DOORS,2006,185
CARMEN,HUNT,PATRIOT ROMAN,2006,52
ALBERT,NOLTE,PATRIOT ROMAN,2006,125
KIM,ALLEN,PATRIOT ROMAN,2006,145
RENEE,BALL,PATRIOT ROMAN,2006,187
CARMEN,HUNT,PHANTOM GLORY,2006,52
GROUCHO,DUNST,PHANTOM GLORY,2006,106
CARMEN,HUNT,VOYAGE LEGALLY,2006,52
JAYNE,NEESON,VOYAGE LEGALLY,2006,62
ANGELA,HUDSON,VOYAGE LEGALLY,2006,65
MARY,TANDY,VOYAGE LEGALLY,2006,66
MEG,HAWKE,VOYAGE LEGALLY,2006,97
CARMEN,HUNT,ZOOLANDER FICTION,2006,52
MARY,TANDY,ZOOLANDER FICTION,2006,66
PENELOPE,CRONYN,ZOOLANDER FICTION,2006,104
WHOOPI,HURT,ZOOLANDER FICTION,2006,140
JADA,RYDER,ZOOLANDER FICTION,2006,142
MENA,TEMPLE,CONTACT ANONYMOUS,2006,53
CHRISTOPHER,BERRY,CONTACT ANONYMOUS,2006,91
MORGAN,HOPKINS,CONTACT ANONYMOUS,2006,113
EWAN,GOODING,CONTACT ANONYMOUS,2006,139
OLYMPIA,PFEIFFER,CONTACT ANONYMOUS,2006,171
MENA,TEMPLE,ENGLISH BULWORTH,2006,53
PENELOPE,PINKETT,ENGLISH BULWORTH,2006,54
MATTHEW,LEIGH,ENGLISH BULWORTH,2006,103
JAYNE,NOLTE,ENGLISH BULWORTH,2006,150
FAY,WOOD,ENGLISH BULWORTH,2006,156
MENA,TEMPLE,FELLOWSHIP AUTUMN,2006,53
FAY,KILMER,FELLOWSHIP AUTUMN,2006,55
DAN,HARRIS,FELLOWSHIP AUTUMN,2006,56
CHRISTIAN,NEESON,FELLOWSHIP AUTUMN,2006,61
RAY,JOHANSSON,FELLOWSHIP AUTUMN,2006,64
SALMA,NOLTE,FELLOWSHIP AUTUMN,2006,122
CHRISTOPHER,WEST,FELLOWSHIP AUTUMN,2006,163
MENA,TEMPLE,ICE CROSSING,2006,53
JUDE,CRUISE,ICE CROSSING,2006,57
CHRISTOPHER,BERRY,ICE CROSSING,2006,91
EWAN,GOODING,ICE CROSSING,2006,139
JAYNE,NOLTE,ICE CROSSING,2006,150
OLYMPIA,PFEIFFER,ICE CROSSING,2006,171
MENA,TEMPLE,INTERVIEW LIAISONS,2006,53
JAYNE,NEESON,INTERVIEW LIAISONS,2006,62
SCARLETT,DAMON,INTERVIEW LIAISONS,2006,81
JOHN,SUVARI,INTERVIEW LIAISONS,2006,192
THORA,TEMPLE,INTERVIEW LIAISONS,2006,200
MENA,TEMPLE,MILE MULAN,2006,53
ANGELA,HUDSON,MILE MULAN,2006,65
JULIANNE,DENCH,MILE MULAN,2006,123
MENA,TEMPLE,RESURRECTION SILVERADO,2006,53
MAE,HOFFMAN,RESURRECTION SILVERADO,2006,79
KEVIN,GARLAND,RESURRECTION SILVERADO,2006,127
RICHARD,PENN,RESURRECTION SILVERADO,2006,133
KENNETH,HOFFMAN,RESURRECTION SILVERADO,2006,169
MENA,TEMPLE,VISION TORQUE,2006,53
MEG,HAWKE,VISION TORQUE,2006,97
RUSSELL,TEMPLE,VISION TORQUE,2006,149
CHRISTOPHER,WEST,VISION TORQUE,2006,163
AL,GARLAND,VISION TORQUE,2006,165
MENA,TEMPLE,WASH HEAVENLY,2006,53
SPENCER,PECK,WASH HEAVENLY,2006,87
SUSAN,DAVIS,WASH HEAVENLY,2006,110
MORGAN,MCDORMAND,WASH HEAVENLY,2006,114
SALMA,NOLTE,WASH HEAVENLY,2006,122
PENELOPE,PINKETT,CAUSE DATE,2006,54
DUSTIN,TAUTOU,CAUSE DATE,2006,59
JAYNE,NEESON,CAUSE DATE,2006,62
WILLIAM,HACKMAN,CAUSE DATE,2006,175
JAYNE,SILVERSTONE,CAUSE DATE,2006,195
REESE,WEST,CAUSE DATE,2006,197
PENELOPE,PINKETT,CORE SUIT,2006,54
PENELOPE,CRONYN,CORE SUIT,2006,104
ANGELA,WITHERSPOON,CORE SUIT,2006,144
MENA,HOPPER,CORE SUIT,2006,170
PENELOPE,PINKETT,PARIS WEEKEND,2006,54
HENRY,BERRY,PARIS WEEKEND,2006,60
ANGELA,HUDSON,PARIS WEEKEND,2006,65
LIZA,BERGMAN,PARIS WEEKEND,2006,121
GEOFFREY,HESTON,PARIS WEEKEND,2006,151
JAYNE,SILVERSTONE,PARIS WEEKEND,2006,195
FAY,KILMER,AIRPORT POLLOCK,2006,55
GENE,WILLIS,AIRPORT POLLOCK,2006,96
SUSAN,DAVIS,AIRPORT POLLOCK,2006,110
LUCILLE,DEE,AIRPORT POLLOCK,2006,138
FAY,KILMER,BIRD INDEPENDENCE,2006,55
JAYNE,NOLTE,BIRD INDEPENDENCE,2006,150
FAY,KILMER,HARRY IDAHO,2006,55
CAMERON,ZELLWEGER,HARRY IDAHO,2006,111
MORGAN,HOPKINS,HARRY IDAHO,2006,113
LUCILLE,DEE,HARRY IDAHO,2006,138
MATTHEW,CARREY,HARRY IDAHO,2006,181
JAYNE,SILVERSTONE,HARRY IDAHO,2006,195
FAY,KILMER,JET NEIGHBORS,2006,55
GREG,CHAPLIN,JET NEIGHBORS,2006,86
GENE,WILLIS,JET NEIGHBORS,2006,96
MINNIE,KILMER,JET NEIGHBORS,2006,153
HUMPHREY,GARLAND,JET NEIGHBORS,2006,184
MERYL,ALLEN,JET NEIGHBORS,2006,194
FAY,KILMER,NEMO CAMPUS,2006,55
KENNETH,PESCI,NEMO CAMPUS,2006,88
JIM,MOSTEL,NEMO CAMPUS,2006,99
SALMA,NOLTE,NEMO CAMPUS,2006,122
ED,MANSFIELD,NEMO CAMPUS,2006,136
FAY,KILMER,SECRET GROUNDHOG,2006,55
MAE,HOFFMAN,SECRET GROUNDHOG,2006,79
ANGELA,WITHERSPOON,SECRET GROUNDHOG,2006,144
DAN,HARRIS,EYES DRIVING,2006,56
RENEE,TRACY,EYES DRIVING,2006,117
FAY,WINSLET,EYES DRIVING,2006,147
MICHAEL,BENING,EYES DRIVING,2006,174
JAYNE,SILVERSTONE,EYES DRIVING,2006,195
DAN,HARRIS,GHOST GROUNDHOG,2006,56
KENNETH,TORN,GHOST GROUNDHOG,2006,94
KEVIN,GARLAND,GHOST GROUNDHOG,2006,127
RUSSELL,TEMPLE,GHOST GROUNDHOG,2006,149
RENEE,BALL,GHOST GROUNDHOG,2006,187
DAN,HARRIS,HOLIDAY GAMES,2006,56
MINNIE,ZELLWEGER,HOLIDAY GAMES,2006,85
SPENCER,PECK,HOLIDAY GAMES,2006,87
MERYL,GIBSON,HOLIDAY GAMES,2006,154
AL,GARLAND,HOLIDAY GAMES,2006,165
DEBBIE,AKROYD,HOLIDAY GAMES,2006,182
DAN,HARRIS,STEERS ARMAGEDDON,2006,56
DAN,STREEP,STEERS ARMAGEDDON,2006,116
FAY,WOOD,STEERS ARMAGEDDON,2006,156
OPRAH,KILMER,STEERS ARMAGEDDON,2006,162
DAN,HARRIS,STRAIGHT HOURS,2006,56
HUMPHREY,WILLIS,STRAIGHT HOURS,2006,164
BURT,TEMPLE,STRAIGHT HOURS,2006,193
JUDE,CRUISE,CAMELOT VACATION,2006,57
ALBERT,NOLTE,CAMELOT VACATION,2006,125
JUDE,CRUISE,CROSSING DIVORCE,2006,57
MILLA,KEITEL,CROSSING DIVORCE,2006,74
JUDE,CRUISE,MONSTER SPARTACUS,2006,57
WARREN,JACKMAN,MONSTER SPARTACUS,2006,119
GRETA,KEITEL,MONSTER SPARTACUS,2006,130
KIM,ALLEN,MONSTER SPARTACUS,2006,145
ALAN,DREYFUSS,MONSTER SPARTACUS,2006,173
JOHN,SUVARI,MONSTER SPARTACUS,2006,192
JAYNE,SILVERSTONE,MONSTER SPARTACUS,2006,195
JUDE,CRUISE,STRANGELOVE DESIRE,2006,57
RAY,JOHANSSON,STRANGELOVE DESIRE,2006,64
ANGELA,HUDSON,STRANGELOVE DESIRE,2006,65
GROUCHO,SINATRA,STRANGELOVE DESIRE,2006,78
WALTER,TORN,STRANGELOVE DESIRE,2006,102
CUBA,ALLEN,STRANGELOVE DESIRE,2006,118
ALAN,DREYFUSS,STRANGELOVE DESIRE,2006,173
MICHAEL,BENING,STRANGELOVE DESIRE,2006,174
ED,GUINESS,STRANGELOVE DESIRE,2006,179
CHRISTIAN,AKROYD,BACKLASH UNDEFEATED,2006,58
SPENCER,PECK,BACKLASH UNDEFEATED,2006,87
CHRISTOPHER,BERRY,BACKLASH UNDEFEATED,2006,91
SYLVESTER,DERN,BACKLASH UNDEFEATED,2006,109
DAN,STREEP,BACKLASH UNDEFEATED,2006,116
KEVIN,GARLAND,BACKLASH UNDEFEATED,2006,127
JANE,JACKMAN,BACKLASH UNDEFEATED,2006,131
CHRISTIAN,AKROYD,BETRAYED REAR,2006,58
ANGELINA,ASTAIRE,BETRAYED REAR,2006,76
MORGAN,MCDORMAND,BETRAYED REAR,2006,114
NICK,DEGENERES,BETRAYED REAR,2006,166
CHRISTIAN,AKROYD,CONFUSED CANDLES,2006,58
RALPH,CRUZ,CONFUSED CANDLES,2006,80
JAMES,PITT,CONFUSED CANDLES,2006,84
ALBERT,NOLTE,CONFUSED CANDLES,2006,125
RIVER,DEAN,CONFUSED CANDLES,2006,143
GENE,MCKELLEN,CONFUSED CANDLES,2006,177
CHRISTIAN,AKROYD,MILLION ACE,2006,58
SCARLETT,DAMON,MILLION ACE,2006,81
RENEE,TRACY,MILLION ACE,2006,117
BEN,HARRIS,MILLION ACE,2006,152
JOHN,SUVARI,MILLION ACE,2006,192
CHRISTIAN,AKROYD,MOURNING PURPLE,2006,58
KENNETH,PESCI,MOURNING PURPLE,2006,88
ALBERT,NOLTE,MOURNING PURPLE,2006,125
DARYL,CRAWFORD,MOURNING PURPLE,2006,129
EWAN,GOODING,MOURNING PURPLE,2006,139
MERYL,GIBSON,MOURNING PURPLE,2006,154
WILL,WILSON,MOURNING PURPLE,2006,168
CHRISTIAN,AKROYD,OPERATION OPERATION,2006,58
ADAM,GRANT,OPERATION OPERATION,2006,71
GREGORY,GOODING,OPERATION OPERATION,2006,191
CHRISTIAN,AKROYD,PRINCESS GIANT,2006,58
ADAM,HOPPER,PRINCESS GIANT,2006,132
MERYL,GIBSON,PRINCESS GIANT,2006,154
HUMPHREY,WILLIS,PRINCESS GIANT,2006,164
ED,GUINESS,PRINCESS GIANT,2006,179
CHRISTIAN,AKROYD,RESERVOIR ADAPTATION,2006,58
JESSICA,BAILEY,RESERVOIR ADAPTATION,2006,67
JIM,MOSTEL,RESERVOIR ADAPTATION,2006,99
MORGAN,HOPKINS,RESERVOIR ADAPTATION,2006,113
SCARLETT,BENING,RESERVOIR ADAPTATION,2006,124
KIM,ALLEN,RESERVOIR ADAPTATION,2006,145
JON,CHASE,RESERVOIR ADAPTATION,2006,176
